2,0,5,4.112
2,1,5,3.506
2,2,5,3.456
2,3,5,3.512
2,4,5,3.61
3,0,7,4.869
3,1,7,4.999
3,2,7,4.87
3,3,7,5.025
3,4,7,5.004
4,0,9,6.846
4,1,9,6.79
4,2,9,6.481
4,3,9,6.786
4,4,9,6.907
5,0,11,8.676
5,1,11,9.11
5,2,11,8.945
5,3,11,9.792
5,4,11,9.533
6,0,13,12.99
6,1,13,11.84
6,2,13,11.869
6,3,13,13.236
6,4,13,12.576
7,0,15,17.529
7,1,15,16.134
7,2,15,16.915
7,3,15,17.636
7,4,15,18.783
8,0,17,24.898
8,1,17,24.166
8,2,17,22.565
8,3,17,25.336
8,4,17,24.052
9,0,19,28.273
9,1,19,33.403
9,2,19,32.706
9,3,19,33.452
9,4,19,32.846
10,0,21,43.85
10,1,21,42.349
10,2,21,41.013
10,3,21,40.669
10,4,21,49.685
11,0,23,60.717
11,1,23,57.747
11,2,23,59.223
11,3,23,66.439
11,4,23,56.113
12,0,25,91
12,1,25,79.412
12,2,25,94.353
12,3,25,92.965
12,4,25,76.534
13,0,27,118.372
13,1,27,112.35
13,2,27,103.569
13,3,27,111.584
13,4,27,99.592
14,0,29,167.771
14,1,29,168.187
14,2,29,162.028
14,3,29,135.411
14,4,29,170.358
15,0,31,186.532
15,1,31,218.396
15,2,31,201.131
15,3,31,207.499
15,4,31,178.142
16,0,33,222.504
16,1,33,271.73
16,2,33,303.174
16,3,33,276.089
16,4,33,254.751
