# rank |         avg         
#------+---------------------
    1 | 25.4000000000000000
    2 | 37.4000000000000000
    3 | 47.0000000000000000
    4 | 51.6000000000000000
    5 | 58.8000000000000000
    6 | 65.2000000000000000
    7 | 66.6000000000000000
    8 | 72.0000000000000000
    9 | 72.8000000000000000
   10 | 73.2000000000000000
   11 | 76.8000000000000000
   12 | 76.8000000000000000
   13 | 77.6000000000000000
   14 | 77.6000000000000000
   15 | 77.6000000000000000
   16 | 78.2000000000000000
   17 | 82.6000000000000000
   18 | 83.8000000000000000
   19 | 83.8000000000000000
   20 | 83.8000000000000000
   21 | 85.2000000000000000
   22 | 87.0000000000000000
   23 | 87.0000000000000000
   24 | 88.8000000000000000
   25 | 88.8000000000000000
   26 | 88.8000000000000000
   27 | 89.2000000000000000
   28 | 89.2000000000000000
   29 | 89.2000000000000000
   30 | 90.2000000000000000
   31 | 91.6000000000000000
   32 | 92.0000000000000000
   33 | 92.6000000000000000
   34 | 92.6000000000000000
   35 | 92.6000000000000000
   36 | 92.8000000000000000
   37 | 92.8000000000000000
   38 | 92.8000000000000000
   39 | 92.8000000000000000
   40 | 92.8000000000000000
   41 | 92.8000000000000000
   42 | 92.8000000000000000
   43 | 93.8000000000000000
   44 | 93.8000000000000000
   45 | 93.8000000000000000
   46 | 95.0000000000000000
   47 | 95.0000000000000000
   48 | 95.0000000000000000
   49 | 95.6000000000000000
   50 | 95.6000000000000000
   51 | 95.6000000000000000
   52 | 95.6000000000000000
   53 | 95.6000000000000000
   54 | 95.6000000000000000
   55 | 95.6000000000000000
   56 | 95.6000000000000000
   57 | 95.6000000000000000
   58 | 95.6000000000000000
   59 | 95.6000000000000000
   60 | 95.6000000000000000
   61 | 95.6000000000000000
   62 | 95.6000000000000000
   63 | 95.6000000000000000
   64 | 95.6000000000000000
   65 | 95.6000000000000000
   66 | 95.6000000000000000
   67 | 95.6000000000000000
   68 | 95.6000000000000000
   69 | 95.6000000000000000
   70 | 95.6000000000000000
   71 | 95.6000000000000000
   72 | 95.6000000000000000
   73 | 95.6000000000000000
   74 | 95.6000000000000000
   75 | 96.2000000000000000
   76 | 96.4000000000000000
   77 | 96.4000000000000000
   78 | 96.4000000000000000
   79 | 96.4000000000000000
   80 | 96.4000000000000000
   81 | 96.4000000000000000
   82 | 96.4000000000000000
   83 | 96.4000000000000000
   84 | 96.4000000000000000
   85 | 96.4000000000000000
   86 | 96.4000000000000000
   87 | 96.4000000000000000
   88 | 96.4000000000000000
   89 | 96.4000000000000000
   90 | 96.4000000000000000
   91 | 96.4000000000000000
   92 | 96.4000000000000000
   93 | 96.4000000000000000
   94 | 96.4000000000000000
   95 | 96.4000000000000000
   96 | 96.4000000000000000
   97 | 96.8000000000000000
   98 | 96.8000000000000000
   99 | 96.8000000000000000
  100 | 96.8000000000000000
  101 | 96.8000000000000000
  102 | 96.8000000000000000
  103 | 96.8000000000000000
  104 | 96.8000000000000000
  105 | 96.8000000000000000
  106 | 96.8000000000000000
  107 | 96.8000000000000000
  108 | 96.8000000000000000
  109 | 96.8000000000000000
  110 | 96.8000000000000000
  111 | 96.8000000000000000
  112 | 96.8000000000000000
  113 | 96.8000000000000000
  114 | 96.8000000000000000
  115 | 96.8000000000000000
  116 | 96.8000000000000000
  117 | 96.8000000000000000
  118 | 97.6000000000000000
  119 | 97.6000000000000000
  120 | 97.6000000000000000
  121 | 97.6000000000000000
  122 | 97.6000000000000000
  123 | 97.6000000000000000
  124 | 97.6000000000000000
  125 | 97.6000000000000000
  126 | 97.6000000000000000
  127 | 97.6000000000000000
  128 | 97.6000000000000000
  129 | 97.6000000000000000
  130 | 98.2000000000000000
  131 | 98.4000000000000000
  132 | 98.4000000000000000
  133 | 98.4000000000000000
  134 | 98.4000000000000000
  135 | 98.4000000000000000
  136 | 98.4000000000000000
  137 | 98.4000000000000000
  138 | 98.4000000000000000
  139 | 98.4000000000000000
  140 | 98.4000000000000000
  141 | 98.4000000000000000
  142 | 98.4000000000000000
  143 | 98.4000000000000000
  144 | 98.4000000000000000
  145 | 98.4000000000000000
  146 | 98.4000000000000000
  147 | 98.4000000000000000
  148 | 98.4000000000000000
  149 | 98.4000000000000000
  150 | 98.4000000000000000
  151 | 98.4000000000000000
  152 | 98.4000000000000000
  153 | 98.4000000000000000
  154 | 98.4000000000000000
  155 | 98.4000000000000000
  156 | 98.4000000000000000
  157 | 98.4000000000000000
  158 | 98.4000000000000000
  159 | 98.4000000000000000
  160 | 98.4000000000000000
  161 | 98.4000000000000000
  162 | 98.4000000000000000
  163 | 98.4000000000000000
  164 | 98.4000000000000000
  165 | 98.4000000000000000
  166 | 98.4000000000000000
  167 | 98.4000000000000000
  168 | 98.4000000000000000
  169 | 98.4000000000000000
  170 | 98.4000000000000000
  171 | 98.4000000000000000
  172 | 98.4000000000000000
  173 | 98.4000000000000000
  174 | 98.4000000000000000
  175 | 98.4000000000000000
  176 | 98.4000000000000000
  177 | 98.4000000000000000
  178 | 98.4000000000000000
  179 | 98.4000000000000000
  180 | 98.4000000000000000
  181 | 98.4000000000000000
  182 | 98.4000000000000000
  183 | 98.4000000000000000
  184 | 98.4000000000000000
  185 | 98.4000000000000000
  186 | 98.4000000000000000
  187 | 98.4000000000000000
  188 | 98.4000000000000000
  189 | 98.6000000000000000
  190 | 98.6000000000000000
  191 | 98.8000000000000000
  192 | 98.8000000000000000
  193 | 98.8000000000000000
  194 | 98.8000000000000000
  195 | 98.8000000000000000
  196 | 98.8000000000000000
  197 | 98.8000000000000000
  198 | 98.8000000000000000
  199 | 98.8000000000000000
  200 | 98.8000000000000000
  201 | 98.8000000000000000
  202 | 99.0000000000000000
  203 | 99.0000000000000000
  204 | 99.0000000000000000
  205 | 99.0000000000000000
  206 | 99.0000000000000000
  207 | 99.0000000000000000
  208 | 99.0000000000000000
  209 | 99.0000000000000000
  210 | 99.0000000000000000
  211 | 99.0000000000000000
  212 | 99.0000000000000000
  213 | 99.0000000000000000
  214 | 99.0000000000000000
  215 | 99.0000000000000000
  216 | 99.0000000000000000
  217 | 98.8000000000000000
  218 | 98.8000000000000000
  219 | 98.8000000000000000
  220 | 98.8000000000000000
  221 | 98.8000000000000000
  222 | 98.8000000000000000
  223 | 98.8000000000000000
  224 | 98.8000000000000000
  225 | 98.8000000000000000
  226 | 98.8000000000000000
  227 | 98.8000000000000000
  228 | 98.8000000000000000
  229 | 98.8000000000000000
  230 | 98.8000000000000000
  231 | 98.8000000000000000
  232 | 98.8000000000000000
  233 | 98.8000000000000000
  234 | 98.8000000000000000
  235 | 98.8000000000000000
  236 | 98.8000000000000000
  237 | 98.8000000000000000
  238 | 98.8000000000000000
  239 | 98.8000000000000000
  240 | 98.8000000000000000
  241 | 98.8000000000000000
  242 | 98.8000000000000000
  243 | 98.8000000000000000
  244 | 98.8000000000000000
  245 | 98.8000000000000000
  246 | 99.0000000000000000
  247 | 99.0000000000000000
  248 | 99.0000000000000000
  249 | 99.0000000000000000
  250 | 99.0000000000000000
  251 | 99.0000000000000000
  252 | 99.0000000000000000
  253 | 99.0000000000000000
  254 | 99.0000000000000000
  255 | 99.0000000000000000
  256 | 99.0000000000000000
  257 | 99.0000000000000000
  258 | 99.0000000000000000
  259 | 99.0000000000000000
  260 | 99.0000000000000000
  261 | 99.0000000000000000
  262 | 99.0000000000000000
  263 | 99.0000000000000000
  264 | 99.0000000000000000
  265 | 99.0000000000000000
  266 | 99.0000000000000000
  267 | 99.0000000000000000
  268 | 99.0000000000000000
  269 | 99.0000000000000000
  270 | 99.0000000000000000
  271 | 99.0000000000000000
  272 | 99.0000000000000000
  273 | 99.0000000000000000
  274 | 99.0000000000000000
  275 | 99.0000000000000000
  276 | 99.0000000000000000
  277 | 99.0000000000000000
  278 | 99.0000000000000000
  279 | 99.0000000000000000
  280 | 99.0000000000000000
  281 | 99.0000000000000000
  282 | 99.0000000000000000
  283 | 99.0000000000000000
  284 | 99.0000000000000000
  285 | 99.0000000000000000
  286 | 99.0000000000000000
  287 | 99.0000000000000000
  288 | 99.0000000000000000
  289 | 99.0000000000000000
  290 | 99.0000000000000000
  291 | 99.0000000000000000
  292 | 99.0000000000000000
  293 | 99.0000000000000000
  294 | 99.0000000000000000
  295 | 99.0000000000000000
  296 | 99.0000000000000000
  297 | 99.0000000000000000
  298 | 99.0000000000000000
  299 | 99.0000000000000000
  300 | 99.0000000000000000
#(300 rows)

