2,0,21,5.326
2,1,21,4.66
2,2,21,4.576
2,3,21,4.666
2,4,21,4.626
2,5,21,4.574
2,6,21,4.713
2,7,21,4.603
2,8,21,4.554
2,9,21,4.689
2,10,21,4.702
2,11,21,4.712
2,12,21,4.762
2,13,21,4.761
2,14,21,4.858
2,15,21,4.658
2,16,21,4.649
2,17,21,4.649
2,18,21,4.782
2,19,21,4.786
3,0,45,12.747
3,1,45,12.271
3,2,45,12.953
3,3,45,12.368
3,4,45,12.425
3,5,45,12.422
3,6,45,12.402
3,7,45,12.371
3,8,45,12.404
3,9,45,13.648
3,10,45,12.494
3,11,45,12.685
3,12,45,12.525
3,13,45,12.51
3,14,45,12.718
3,15,45,12.666
3,16,45,12.813
3,17,45,12.705
3,18,45,12.541
3,19,45,12.686
4,0,79,30.948
4,1,79,30.488
4,2,79,32.773
4,3,79,30.543
4,4,79,30.714
4,5,79,30.67
4,6,79,30.767
4,7,79,30.736
4,8,79,30.896
4,9,79,30.998
4,10,79,30.998
4,11,79,31.092
4,12,79,31.213
4,13,79,36.334
4,14,79,31.013
4,15,79,31.038
4,16,79,30.968
4,17,79,30.989
4,18,79,31.016
4,19,79,31.003
5,0,127,69.636
5,1,127,69.206
5,2,127,69.594
5,3,127,69.571
5,4,127,69.74
5,5,127,70.336
5,6,127,70.546
5,7,127,70.314
5,8,127,84.394
5,9,127,69.722
5,10,127,69.779
5,11,127,69.9
5,12,127,70.262
5,13,127,70.068
5,14,127,70.206
5,15,127,70.193
5,16,127,70.327
5,17,127,70.217
5,18,127,70.196
5,19,127,70.534
6,0,188,143.694
6,1,188,142.878
6,2,188,143.214
6,3,188,144.426
6,4,188,143.893
6,5,188,177.88
6,6,188,143.8
6,7,188,143.69
6,8,188,143.576
6,9,188,146.628
6,10,188,146.643
6,11,188,146.255
6,12,188,146.449
6,13,188,145.674
6,14,188,148.88
6,15,188,146.514
6,16,188,146.044
6,17,188,146.585
6,18,188,146.535
6,19,188,146.401
7,0,263,279.38
7,1,263,279.91
7,2,263,280.193
7,3,263,281.224
7,4,263,281.712
7,5,263,363.005
7,6,263,279.5
7,7,263,282.496
7,8,263,280.786
7,9,263,282.526
7,10,263,281.934
7,11,263,281.538
7,12,263,280.956
7,13,263,281.717
7,14,263,282.826
7,15,263,283.175
7,16,263,283.197
7,17,263,283.956
7,18,263,283.356
7,19,263,283.163
8,0,351,510.703
8,1,351,511.503
8,2,351,516.352
8,3,351,518.357
8,4,351,519.02
8,5,351,525.421
8,6,351,521.359
8,7,351,520.615
8,8,351,706.129
8,9,351,516.558
8,10,351,518.932
8,11,351,519.712
8,12,351,520.195
8,13,351,520.537
8,14,351,520.481
8,15,351,520.721
8,16,351,521.123
8,17,351,521.11
8,18,351,521.132
8,19,351,525.554
9,0,453,895.989
9,1,453,906.979
9,2,453,917.324
9,3,453,910.68
9,4,453,910.836
9,5,453,917.465
9,6,453,922.719
9,7,453,927.081
9,8,453,923.456
9,9,453,919.28
9,10,453,918.125
9,11,453,926.539
9,12,453,928.492
9,13,453,924.15
9,14,453,920.789
9,15,453,921.542
9,16,453,1321.66
9,17,453,924.038
9,18,453,919.232
9,19,453,920.537
10,0,568,1542.55
10,1,568,1552.57
10,2,568,1570.43
