# rank |         avg         
#------+---------------------
    1 |  3.6000000000000000
    2 |  5.4000000000000000
    3 | 10.4000000000000000
    4 | 15.4000000000000000
    5 | 17.8000000000000000
    6 | 21.4000000000000000
    7 | 26.0000000000000000
    8 | 27.4000000000000000
    9 | 30.4000000000000000
   10 | 33.0000000000000000
   11 | 35.0000000000000000
   12 | 38.2000000000000000
   13 | 41.0000000000000000
   14 | 42.0000000000000000
   15 | 42.6000000000000000
   16 | 45.6000000000000000
   17 | 47.4000000000000000
   18 | 50.0000000000000000
   19 | 52.2000000000000000
   20 | 53.8000000000000000
   21 | 53.8000000000000000
   22 | 54.2000000000000000
   23 | 54.8000000000000000
   24 | 56.2000000000000000
   25 | 56.4000000000000000
   26 | 56.6000000000000000
   27 | 57.4000000000000000
   28 | 58.2000000000000000
   29 | 58.2000000000000000
   30 | 59.0000000000000000
   31 | 59.4000000000000000
   32 | 61.0000000000000000
   33 | 61.2000000000000000
   34 | 61.4000000000000000
   35 | 62.0000000000000000
   36 | 62.2000000000000000
   37 | 63.8000000000000000
   38 | 64.6000000000000000
   39 | 64.8000000000000000
   40 | 65.0000000000000000
   41 | 65.6000000000000000
   42 | 66.4000000000000000
   43 | 66.8000000000000000
   44 | 68.0000000000000000
   45 | 68.8000000000000000
   46 | 69.4000000000000000
   47 | 69.6000000000000000
   48 | 69.6000000000000000
   49 | 69.6000000000000000
   50 | 70.6000000000000000
   51 | 70.8000000000000000
   52 | 70.8000000000000000
   53 | 71.0000000000000000
   54 | 71.2000000000000000
   55 | 71.4000000000000000
   56 | 71.4000000000000000
   57 | 71.4000000000000000
   58 | 71.4000000000000000
   59 | 71.8000000000000000
   60 | 72.0000000000000000
   61 | 72.0000000000000000
   62 | 72.4000000000000000
   63 | 72.6000000000000000
   64 | 72.8000000000000000
   65 | 73.4000000000000000
   66 | 73.6000000000000000
   67 | 73.6000000000000000
   68 | 74.0000000000000000
   69 | 74.2000000000000000
   70 | 74.6000000000000000
   71 | 74.6000000000000000
   72 | 74.6000000000000000
   73 | 75.4000000000000000
   74 | 75.8000000000000000
   75 | 77.2000000000000000
   76 | 77.4000000000000000
   77 | 77.6000000000000000
   78 | 77.8000000000000000
   79 | 77.8000000000000000
   80 | 77.8000000000000000
   81 | 77.8000000000000000
   82 | 78.0000000000000000
   83 | 78.2000000000000000
   84 | 78.2000000000000000
   85 | 78.2000000000000000
   86 | 78.4000000000000000
   87 | 78.4000000000000000
   88 | 78.4000000000000000
   89 | 78.4000000000000000
   90 | 78.4000000000000000
   91 | 78.4000000000000000
   92 | 78.4000000000000000
   93 | 78.4000000000000000
   94 | 78.4000000000000000
   95 | 78.4000000000000000
   96 | 78.4000000000000000
   97 | 78.8000000000000000
   98 | 78.8000000000000000
   99 | 78.8000000000000000
  100 | 78.8000000000000000
  101 | 78.8000000000000000
  102 | 78.8000000000000000
  103 | 78.8000000000000000
  104 | 78.8000000000000000
  105 | 78.8000000000000000
  106 | 78.8000000000000000
  107 | 78.8000000000000000
  108 | 78.8000000000000000
  109 | 78.8000000000000000
  110 | 79.0000000000000000
  111 | 79.4000000000000000
  112 | 79.4000000000000000
  113 | 79.4000000000000000
  114 | 79.4000000000000000
  115 | 79.6000000000000000
  116 | 79.6000000000000000
  117 | 79.8000000000000000
  118 | 79.8000000000000000
  119 | 79.8000000000000000
  120 | 79.8000000000000000
  121 | 79.8000000000000000
  122 | 80.0000000000000000
  123 | 80.6000000000000000
  124 | 80.8000000000000000
  125 | 80.8000000000000000
  126 | 80.8000000000000000
