2,0,30,5.52
2,1,30,4.553
2,2,30,4.506
2,3,30,4.506
2,4,30,4.428
2,5,30,4.549
2,6,30,4.516
2,7,30,4.487
2,8,30,4.502
2,9,30,4.427
2,10,30,4.506
2,11,30,4.611
2,12,30,4.513
2,13,30,4.508
2,14,30,4.53
2,15,30,4.52
2,16,30,4.505
2,17,30,4.484
2,18,30,4.548
2,19,30,4.534
3,0,66,11.135
3,1,66,11.154
3,2,66,10.919
3,3,66,10.973
3,4,66,11.04
3,5,66,11.036
3,6,66,10.943
3,7,66,11.086
3,8,66,11.025
3,9,66,11.593
3,10,66,11.064
3,11,66,11.149
3,12,66,11.118
3,13,66,11.067
3,14,66,11.142
3,15,66,11.169
3,16,66,11.142
3,17,66,11.158
3,18,66,11.176
3,19,66,11.179
4,0,118,24.992
4,1,118,24.622
4,2,118,27.072
4,3,118,25.404
4,4,118,25.184
4,5,118,25.093
4,6,118,26.136
4,7,118,25.619
4,8,118,25.693
4,9,118,25.932
4,10,118,25.702
4,11,118,25.578
4,12,118,25.752
4,13,118,25.766
4,14,118,25.807
4,15,118,25.795
4,16,118,25.938
4,17,118,29.553
4,18,118,25.785
4,19,118,26.231
5,0,186,52.251
5,1,186,52
5,2,186,52.244
5,3,186,52.527
5,4,186,52.9
5,5,186,53.55
5,6,186,53.257
5,7,186,53.698
5,8,186,54.368
5,9,186,54.59
5,10,186,53.501
5,11,186,53.233
5,12,186,54.981
5,13,186,63.129
5,14,186,54.445
5,15,186,54.552
5,16,186,53.168
5,17,186,53.751
5,18,186,55.348
5,19,186,54.528
6,0,270,100.272
6,1,270,98.392
6,2,270,99.64
6,3,270,100.128
6,4,270,100.168
6,5,270,102.407
6,6,270,102.383
6,7,270,103.101
6,8,270,100.677
6,9,270,102.361
6,10,270,102.2
6,11,270,101.891
6,12,270,104.967
6,13,270,105.88
6,14,270,123.005
6,15,270,104.345
6,16,270,102.66
6,17,270,102.434
6,18,270,105.891
6,19,270,104.576
7,0,370,176.129
7,1,370,177.369
7,2,370,181.119
7,3,370,182.064
7,4,370,181.734
7,5,370,183.743
7,6,370,191.066
7,7,370,188.375
7,8,370,187.677
7,9,370,194.128
7,10,370,193
7,11,370,189.332
7,12,370,190.414
7,13,370,192.652
7,14,370,195.108
7,15,370,192.285
7,16,370,192.428
7,17,370,195.538
7,18,370,194.766
7,19,370,192.494
8,0,486,349.589
8,1,486,309.979
8,2,486,315.168
8,3,486,314.593
8,4,486,319.299
8,5,486,318.627
8,6,486,317.7
8,7,486,317.031
8,8,486,317.991
8,9,486,323.106
8,10,486,320.496
8,11,486,325.042
8,12,486,324.248
8,13,486,325.204
8,14,486,322.238
8,15,486,324.738
8,16,486,324.428
8,17,486,323.772
8,18,486,326.292
8,19,486,323.527
9,0,618,502.13
9,1,618,505.713
9,2,618,509.896
9,3,618,517.12
9,4,618,519.409
9,5,618,522.289
9,6,618,520.181
9,7,618,524.221
9,8,618,594.623
9,9,618,511.296
9,10,618,512.01
9,11,618,515.112
9,12,618,517.325
9,13,618,517.866
9,14,618,519.189
9,15,618,519.709
9,16,618,520.009
9,17,618,523.458
9,18,618,519.419
9,19,618,522.379
10,0,766,784.506
10,1,766,787.024
10,2,766,795.058
10,3,766,798.18
10,4,766,803.007
10,5,766,806.174
10,6,766,808.781
10,7,766,814.902
10,8,766,813.618
10,9,766,813.916
10,10,766,815.925
10,11,766,808.13
10,12,766,807.76
10,13,766,807.926
10,14,766,811.47
10,15,766,814.493
10,16,766,815.737
10,17,766,816.358
10,18,766,821.253
10,19,766,828.472
11,0,930,1202.78
11,1,930,1208.48
11,2,930,1216.86
11,3,930,1222.91
11,4,930,1389.74
11,5,930,1227.9
11,6,930,1231.51
11,7,930,1224.06
11,8,930,1221.71
11,9,930,1233.91
11,10,930,1245.32
11,11,930,1264.37
11,12,930,1245.82
11,13,930,1251.85
11,14,930,1231.53
11,15,930,1235.87
11,16,930,1237.98
11,17,930,1241.9
11,18,930,1242.51
11,19,930,1243.56
12,0,1110,1816.94
12,1,1110,1774.18
12,2,1110,1787.62
12,3,1110,1789.7
12,4,1110,1797.4
12,5,1110,1790.68
12,6,1110,1801.09
12,7,1110,1805.13
12,8,1110,1811.41
12,9,1110,1803.81
12,10,1110,1800.04
12,11,1110,1810.59
12,12,1110,1814.79
12,13,1110,1820.9
12,14,1110,1818.04
12,15,1110,1821.73
12,16,1110,1835.01
12,17,1110,1826.23
12,18,1110,1813.69
12,19,1110,1806.29
13,0,1306,2600.97
13,1,1306,2588.24
13,2,1306,2637.96
13,3,1306,2642.32
13,4,1306,2660.16
13,5,1306,2983.23
13,6,1306,2660.26
13,7,1306,2661.8
13,8,1306,2668.99
13,9,1306,2666.22
13,10,1306,2672.95
13,11,1306,2667.61
13,12,1306,2678.67
13,13,1306,2675.29
13,14,1306,2676.57
13,15,1306,2659.2
13,16,1306,2667.14
13,17,1306,2676.59
13,18,1306,2673.18
13,19,1306,2677.61
14,0,1518,3722.82
14,1,1518,3729.5
14,2,1518,3744.56
14,3,1518,3752.28
14,4,1518,3755.41
14,5,1518,3791.38
14,6,1518,3777.09
14,7,1518,3774.01
14,8,1518,3789.57
14,9,1518,3790.72
14,10,1518,3795.56
14,11,1518,3795.99
14,12,1518,3803.54
14,13,1518,3808.93
14,14,1518,3805.42
14,15,1518,3803.59
14,16,1518,3824.75
14,17,1518,3812.62
14,18,1518,3810.7
14,19,1518,3805.84
15,0,1746,5232.62
