2,0,5,3.894
2,1,5,3.208
2,2,5,3.213
2,3,5,3.055
2,4,5,3.048
2,5,5,3.219
2,6,5,3.011
2,7,5,2.909
2,8,5,3.033
2,9,5,3.046
2,10,5,3.062
2,11,5,3.098
2,12,5,3.123
2,13,5,3.015
2,14,5,3.015
2,15,5,3.01
2,16,5,3.179
2,17,5,2.963
2,18,5,2.866
2,19,5,3.076
3,0,12,6.12
3,1,12,5.292
3,2,12,5.691
3,3,12,5.731
3,4,12,6.007
3,5,12,5.59
3,6,12,5.951
3,7,12,5.617
3,8,12,6.06
3,9,12,6.267
3,10,12,5.392
3,11,12,5.483
3,12,12,5.76
3,13,12,5.691
3,14,12,6.078
3,15,12,6.704
3,16,12,5.154
3,17,12,5.702
3,18,12,5.631
3,19,12,6.26
4,0,37,29.602
4,1,37,30.943
4,2,37,31.585
4,3,37,31.731
4,4,37,32.154
4,5,37,30.034
4,6,37,32.356
4,7,37,33.296
4,8,37,32.616
4,9,37,28.087
4,10,37,28.211
4,11,37,28.285
4,12,37,28.167
4,13,37,28.361
4,14,37,27.772
4,15,37,32.951
4,16,37,30.106
4,17,37,33.046
4,18,37,28.141
4,19,37,30.768
5,0,158,621.684
5,1,158,668.527
5,2,158,696.752
5,3,158,662.553
5,4,158,635.454
5,5,158,684.037
5,6,158,662.507
5,7,158,696.927
5,8,158,657.812
5,9,158,664.497
5,10,158,767.291
5,11,158,714.705
5,12,158,693.668
5,13,158,676.246
5,14,158,733.619
5,15,158,726.857
5,16,158,701.459
5,17,158,733.727
5,18,158,738.807
5,19,158,769.148
6,0,879,40804.1
6,1,879,41505.2
6,2,879,41174.5
6,3,879,42187.4
6,4,879,41864.3
